title,runtime,budget,Year,Genre,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport
In the Dark Half,81,482910,2012,Horror Mystery Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Railroad Tigers,124,50000000,2016,Action Comedy War ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Call of Heroes,120,32000000,2016,Adventure Action ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Life as a Zucchini,66,8000000,2016,Animation Drama Family ,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musudan,87,500,2016,Mystery Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Redistributors,82,500000,2016,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Munich,120,1509896,2015,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brotherly Love,89,1900000,2015,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Eyez on Me,139,45000000,2017,Drama Music ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Operation Avalanche,94,1000000,2016,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed,82,550000,2016,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Duelist,110,12823507,2016,Action Drama ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fury of a Patient Man,92,1200000,2016,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capsule,91,1300000,2015,Drama History Thriller Science Fiction ,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Cane Warrior,111,2000000,2014,Action Drama ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Finds You in Valentine,92,1000000,2016,Drama TV Movie Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raising the Bar,93,600000,2016,Family ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felicity: An American Girl Adventure,86,6800000,2005,Action Drama Family Thriller ,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La La Land,128,30000000,2016,Comedy Drama Music Romance ,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vincent N Roxxy,110,5000000,2016,Drama Crime Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adopt a Sailor,85,300000,2008,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allied,124,85000000,2016,Action Drama War Romance Thriller ,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Monster,91,2700000,2016,Drama Horror ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Teenage Cave Man,65,70000,1958,Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Batman: Return of the Caped Crusaders,78,3500000,2016,Action Animation Comedy ,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeping Up with the Joneses,105,40000000,2016,Action Comedy ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouija: Origin of Evil,99,9000000,2016,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mascots,89,20000000,2016,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White King,89,2494400,2017,Drama Science Fiction ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Trolls,92,125000000,2016,Adventure Animation Family ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightmare Sisters,83,40000,1988,Horror Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hidden in the Woods,98,1,2014,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalked by My Doctor,90,4000000,2015,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Steel,92,10000000,2016,Action Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Elf Bowling the Movie,82,6500000,2007,Animation Comedy Fantasy ,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adulterers,80,750000,2016,Thriller Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Bakery in Brooklyn,100,3800000,2016,Romance Comedy ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denial,109,10000000,2016,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's All Good,96,75000,2016,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher: Never Go Back,118,60000000,2016,Action ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bang Bang Baby,90,1000000,2014,Science Fiction Drama Music ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Bling,81,15000000,2016,Family Animation ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monk and the Demon,115,2000000,2016,Mystery Comedy Science Fiction ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Church,104,8000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars,91,4500000,1998,Action Science Fiction ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Manchester by the Sea,135,9000000,2016,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lion,118,12000000,2016,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Santa 2,87,26000000,2016,Comedy Crime Drama ,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead on Campus,88,1500000,2014,Thriller Drama ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Christmas,111,17000000,2016,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head Trauma,84,126000,2006,Horror Mystery Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bound & Babysitting,85,1600000,2015,Family TV Movie ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel One-Shot: The Consultant,4,500000,2011,Adventure Fantasy Science Fiction Action ,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pure Pwnage: Teh Movie,91,220093,2016,Comedy Documentary ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
May God Forgive Us,127,4000000,2016,Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoke & Mirrors,123,5000000,2016,History Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salute,120,1949120,2008,Documentary Foreign ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Collateral Beauty,97,36000000,2016,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Music Land,10,35055,1935,Animation ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Memoirs of an International Assassin,98,40000000,2016,Comedy Action ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alesha Popovich and Tugarin the Dragon,72,4000000,2004,Animation Comedy Drama ,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikitich and The Dragon,65,4500000,2006,Adventure Animation Comedy Drama Fantasy ,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HyperNormalisation,166,36501,2016,Documentary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Max & Leon,98,12156348,2016,War Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Night Shadows,99,2500000,1984,Horror Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Riphagen,90,2300000,2016,Drama War ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A United Kingdom,111,14000000,2016,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ride,90,30000,1994,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female Werewolf,65,100000,2015,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shut In,91,10000000,2016,Drama Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crack in the World,96,873000,1965,Science Fiction ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cardboard Boxer,88,10000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Odyssey,122,21363000,2016,Adventure ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlas,79,70000,1961,Adventure Fantasy Action ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Vestvood: Amerikan Hero,84,2500000,2016,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moana,107,150000000,2016,Adventure Animation Family ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Confessions of Thomas Quick,95,1250000,2015,Crime Documentary ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jackie,100,9000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Office Christmas Party,105,45000000,2016,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tiger: An Old Hunter's Tale,139,5000,2015,Action Adventure History Thriller ,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Games,98,2000000,2011,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,94,135000,2010,Comedy Drama Family ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Space Between Us,121,30000000,2017,Romance Adventure Science Fiction Drama ,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rogue One: A Star Wars Story,133,200000000,2016,Action Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Live by Night,129,108000000,2016,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Split,117,9000000,2016,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Underworld: Blood Wars,91,35000000,2016,Action Fantasy Horror ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Miss Sloane,132,13000000,2016,Drama Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rules Don't Apply,127,25000000,2016,Comedy Drama Romance ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skewered,105,346500,2013,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voracious,104,11178,2012,Comedy Drama ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aanandam,134,450000,2016,Adventure Comedy Romance ,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guppy,158,600000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kammatipaadam,177,1500000,2016,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action Hero Biju,144,300000,2016,Action Comedy Crime ,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Men Getting Sick,4,200,1967,Animation ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,127,25000000,2016,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro Wrestlers vs Zombies,90,230000,2014,Horror Action Comedy ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Untold Story of Emmett Louis Till,70,204956,2005,Documentary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fences,139,24000000,2016,Drama ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Wing,100,1000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,116,6000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vai Que Dá Certo,87,1000000,2013,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacker,95,2000000,2016,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tri bogatyrya i Shamakhanskaya tsaritsa,73,3000000,2010,Animation Family Comedy Adventure ,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20th Century Women,119,7000000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Wall,103,150000000,2016,Action Adventure Fantasy ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Founder,115,25000000,2016,Drama History ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why Him?,111,38000000,2016,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sing,108,75000000,2016,Animation Comedy Drama Family Music ,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dear Zindagi,149,4300000,2016,Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Women,82,110000,1973,Action Horror Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
End of a Gun,87,7500000,2016,Action Crime Thriller ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. Mai – Helden bei der Arbeit,90,200000,2008,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ugly Duckling,7,11909,1931,Animation ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed,115,125000000,2016,Action Adventure Science Fiction ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Our Lovers,88,1400000,2016,Romance Comedy ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Dog's Purpose,100,22000000,2017,Comedy Drama Family Fantasy ,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dangal,161,10400000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manifesto,130,10000,2017,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September Eleven 1683,114,16000000,2012,Drama History Adventure ,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guillotines,113,15000000,2012,Action History Adventure Drama ,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collide,98,21500000,2016,Thriller Action ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patriots Day,133,45000000,2016,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold,120,20000000,2016,Thriller Adventure Drama ,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Aftermath,95,250000,1982,Action Adventure Science Fiction Horror ,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ballerina,89,30000000,2016,Animation Family Adventure Comedy ,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raging Sun, Raging Sky",191,1000000,2009,Drama Fantasy ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fist Fight,91,20000000,2017,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Trucks,105,125000000,2016,Action Comedy Science Fiction ,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Cure for Wellness,146,40000000,2017,Mystery Thriller Horror Science Fiction ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
He's a Dragon,110,18000000,2015,Adventure Fantasy Romance ,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poison Ivy: The Secret Society,95,1999000,2008,Thriller TV Movie Drama ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viking,133,13000000,2016,History Action Drama ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Street Cat Named Bob,103,8000000,2016,Drama Family Comedy ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xXx: Return of Xander Cage,107,85000000,2017,Action Adventure Crime ,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bye Bye Man,96,7400000,2017,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Lego Batman Movie,104,80000000,2017,Action Animation Comedy Family Fantasy ,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When the Bough Breaks,97,10000000,2016,Mystery Drama Horror ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Invisible Guest,106,4000000,2016,Mystery Crime Thriller ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Yoga,130,65000000,2017,Mystery Action Adventure Comedy ,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rangoon,167,12003848,2017,War History Drama Romance ,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Singapore GaGa,55,100,2005,Documentary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
I'm Not Ashamed,112,1500000,2016,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,4,500000,2011,Science Fiction Fantasy ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The King's Choice,133,7500000,2016,War Action Drama ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rings,102,25000000,2017,Horror ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vipers Nest,105,3500000,2011,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raw,99,3500000,2016,Drama Horror ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 2,122,40000000,2017,Thriller Action Crime ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Out,104,5000000,2017,Mystery Thriller Horror ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kong: Skull Island,118,185000000,2017,Action Adventure Fantasy ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Tiny Lights,110,3892200,2017,Crime Drama Thriller ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2 Trainspotting,117,18000000,2017,Crime Drama ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MindGamers,97,22800000,2015,Action Science Fiction Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Before I Fall,98,5000000,2017,Mystery Drama Thriller ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Belko Experiment,88,5000000,2016,Action Horror Thriller ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Be My Cat: A Film for Anne,87,10000,2015,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jet Boy,99,1200000,2001,Drama ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaidan,115,5000000,2007,Drama Horror Romance Foreign ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
King Arthur: Legend of the Sword,126,175000000,2017,Action Drama Fantasy ,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incarnate,91,5000000,2016,Horror Thriller ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love, Lies",120,120,2016,Romance History Drama ,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boss Baby,97,125000000,2017,Animation Comedy Family ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liar, Liar, Vampire",66,3500000,2015,Comedy ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Me by Your Name,130,4696772,2017,Romance Drama ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: The Final Chapter,107,40000000,2016,Action Horror Science Fiction ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Dibu: La Película,105,3000000,1997,Animation Comedy ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night of Something Strange,97,40000,2016,Comedy Horror ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Investigator,107,650000,2008,Comedy Crime Drama Thriller ,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
