title,runtime,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
La Mission,117,2000000,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2009,117 min,USA,47,7.0
Without Men,83,4,2011,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Feb 2012,87 min,USA,N/A,3.2
Peter and Vandy,78,500000,2009,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2009,95 min,USA,44,6.3
Wicked Blood,92,3500000,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 2014,92 min,USA,N/A,5.4
"Little Fish, Strange Pond",80,485000,2009,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Oct 2009,80 min,USA,N/A,3.8
Air Buddies,80,9000000,2006,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Dec 2006,80 min,USA,N/A,4.8
Warlock III: The End of Innocence,94,2000000,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Oct 1999,94 min,USA,N/A,3.9
The Lost Tribe,86,1000000,2009,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 May 2010,100 min,USA,N/A,3.8
Miracle Dogs Too,85,600000,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 2006,85 min,USA,N/A,4.3
Wild Orchids,100,322000,1929,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 1929,100 min,USA,N/A,6.6
The Moon and Sixpence,89,401000,1942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Oct 1942,89 min,USA,N/A,6.8
The Little Rascals Save the Day,93,8000000,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 2014,98 min,USA,N/A,5.1
Night of Dark Shadows,95,900000,1971,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,04 Aug 1971,95 min,USA,N/A,5.7
Mostly Ghostly,93,3600000,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 Sep 2008,93 min,USA,N/A,4.9
Stick,109,22000000,1985,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Apr 1985,109 min,USA,31,5.7
Kandahar,103,7000000,2010,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Dec 2010,150 min,India,N/A,3.3
Intermedio,82,1000000,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29 Mar 2005,85 min,USA,N/A,2.7
Mad Max: Fury Road,120,150000000,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15 May 2015,120 min,"Australia, USA, South Africa",90,8.1
Insidious: Chapter 3,97,10000000,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05 Jun 2015,97 min,"Canada, UK, USA",52,6.1
Star Wars: The Force Awakens,136,245000000,2015,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 2015,108 min,USA,N/A,6.7
Warcraft,123,160000000,2016,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 2016,123 min,"China, Canada, Japan, USA",32,6.8
Avengers: Age of Ultron,141,280000000,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 May 2015,141 min,USA,66,7.3
Pirates of the Caribbean: Dead Men Tell No Tales,129,230000000,2017,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 2017,129 min,USA,39,6.6
Ant-Man,117,130000000,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 2015,117 min,USA,64,7.3
Deadpool,108,58000000,2016,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Feb 2016,108 min,USA,65,8.0
Guardians of the Galaxy Vol. 2,137,200000000,2017,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 May 2017,136 min,USA,67,7.6
Captain America: Civil War,147,250000000,2016,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,06 May 2016,147 min,USA,75,7.8
Doctor Strange,115,165000000,2016,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 2016,115 min,USA,72,7.5
X-Men: Apocalypse,144,178000000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2016,144 min,USA,52,6.9
Elsa & Fred,104,10000000,2014,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 May 1982,5 min,Finland,N/A,6.8
The Identical,107,12000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05 Sep 2014,107 min,USA,25,5.2
Sankofa,124,1000000,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 May 1993,125 min,"USA, Ghana, Burkina Faso, UK, Germany",N/A,6.9
Return of Sabata,100,245000,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03 Sep 1971,100 min,"Italy, France, West Germany",N/A,5.7
Jealousy,77,4000000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Aug 2014,77 min,France,66,6.4
Rites of Passage,95,2500000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 2012,103 min,USA,N/A,4.0
Knife Fight,99,7000000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jan 2013,100 min,USA,34,5.1
Rain Fall,111,7000000,2009,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Apr 2009,111 min,"Japan, USA",N/A,4.7
Roma,148,2763806,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21 Nov 2018,135 min,"USA, Mexico",96,7.7
The Derby Stallion,98,750000,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Jul 2005,99 min,USA,N/A,5.6
The Christmas Party,86,3000000,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Nov 2009,86 min,Denmark,N/A,3.8
Hold Your Man,87,260000,1933,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jul 1933,87 min,USA,N/A,6.8
Hayride,93,60000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Oct 2012,93 min,USA,N/A,3.4
Scared To Death,93,74000,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,01 Feb 1947,65 min,USA,N/A,3.9
The Corpse Grinders,72,47000,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Apr 1972,72 min,USA,N/A,4.0
The Bowery,92,421496,1933,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 1933,92 min,USA,N/A,7.0
The Happy Elf,45,53000000,2005,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Dec 2005,45 min,USA,N/A,4.5
Cake,102,7000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,102 min,USA,49,6.4
The Grind,88,1200000,2009,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Sep 2009,88 min,USA,N/A,4.1
SeaFood,93,2219684,2011,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2003,86 min,"China, Hong Kong",N/A,6.5
The Snow Queen,76,7000000,2012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 1957,74 min,Soviet Union,N/A,7.7
Hard Contract,106,4000000,1969,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 May 1969,106 min,USA,N/A,5.9
Hansel and Gretel,35,116000,1982,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Dec 2007,117 min,South Korea,N/A,6.7
The Last Flight,98,24000000,2009,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Aug 1931,76 min,USA,N/A,6.8
Hollidaysburg,88,600000,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Sep 2014,88 min,USA,N/A,5.7
The Front,90,5000000,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 Jan 1977,95 min,USA,N/A,7.3
The Hypnotic Eye,79,365000,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Feb 1960,79 min,USA,N/A,5.8
The Lightkeepers,96,4500000,2009,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Mar 2010,97 min,USA,41,5.5
Absolute Deception,92,5000000,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 2013,92 min,"USA, Australia, Canada",N/A,4.2
The Gambler,111,25000000,2014,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2014,111 min,USA,55,6.0
Justice League: Throne of Atlantis,72,3500000,2015,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 2015,72 min,USA,N/A,6.7
The Dolphin: Story of a Dreamer,86,3000000,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Oct 2009,86 min,"Germany, Italy, Peru",N/A,3.6
Spanish Judges,94,3500000,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 2000,98 min,USA,N/A,4.9
Underwater!,99,3500000,1955,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,99 min,USA,N/A,5.2
The Matchmaker,112,2150000,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Oct 1997,97 min,"Ireland, UK, USA",N/A,6.5
Touching Home,108,2000000,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Apr 2010,108 min,USA,52,5.8
Sweeney!,89,209595,1977,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Jan 1977,89 min,UK,N/A,6.8
Winnie Mandela,107,15000000,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Sep 2013,104 min,"South Africa, Canada",37,6.0
Snow White: A Deadly Summer,85,1000000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 Mar 2012,83 min,USA,N/A,2.1
Medium Raw,111,1000000,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,06 Aug 2010,100 min,Canada,N/A,4.3
Silent Partner,96,3600000,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 2005,96 min,"Russia, USA",N/A,4.6
Three Can Play That Game,87,1000000,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 2007,90 min,USA,N/A,4.7
The Black Pimpernel,95,5000000,2007,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Sep 2007,95 min,"Sweden, Mexico, Denmark",N/A,6.4
Parrish,138,1500000,1961,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 May 1961,138 min,USA,N/A,6.5
The Inheritance,90,500000,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,09 Jul 2004,115 min,"Denmark, Sweden, Norway, UK",68,7.3
The Legend of Bloody Mary,93,1000000,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16 Sep 2008,93 min,USA,N/A,2.7
Lost Signal,104,2000000,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 Dec 2006,104 min,USA,N/A,3.9
Slap Shot 3: The Junior League,90,4500000,2008,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2008,90 min,Canada,N/A,4.1
He Who Dares,82,1000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 May 2014,82 min,UK,N/A,3.0
Tasting Menu,85,3780000,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jun 2013,85 min,"Spain, Ireland, France",29,5.6
The Amazing Catfish,87,1300000,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Apr 2014,89 min,"Mexico, France",69,7.0
Mortdecai,106,60000000,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,107 min,"UK, USA",27,5.5
Fifty Shades of Grey,125,40000000,2015,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2015,125 min,USA,46,4.1
Within the Woods,32,1600,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,31 min,USA,N/A,6.7
The Cat's Out,7,11087,1931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jul 1931,7 min,USA,N/A,6.5
The Black Cat,70,176000,1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,07 May 1934,65 min,USA,N/A,7.0
Latitudes,82,670,2014,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Feb 2014,85 min,"Brazil, Argentina",N/A,6.1
The Shadow Men,95,2000000,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25 Sep 1998,95 min,USA,N/A,4.6
Wolves,90,18000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 Aug 2014,91 min,"France, Canada",37,5.3
The Woodcarver,96,3000000,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Mar 2012,96 min,"USA, Canada",N/A,6.9
Apostle Peter and the Last Supper,88,750000,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,88 min,USA,N/A,6.8
American Heist,94,10000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jul 2015,94 min,"Canada, Luxembourg",23,5.0
Miraculum,104,4600000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 2014,109 min,Canada,N/A,5.9
The Pacific,540,120000000,2010,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14 Mar 2010,530 min,"USA, Australia",N/A,8.3
7 Days in Havana,129,3800000,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 May 2012,129 min,"France, Cuba, Spain",N/A,6.1
The DUFF,100,8500000,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 2015,101 min,USA,56,6.5
Dark Dungeons,40,1000,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Aug 2014,40 min,USA,N/A,4.3
Anotherworld,109,40000,2008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 Nov 2010,109 min,Italy,N/A,6.4
Of Horses and Men,85,10,2013,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 2015,81 min,"Iceland, Germany, Norway",74,6.8
The Fox and the Hound 2,69,24000000,2006,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Dec 2006,69 min,USA,N/A,5.3
Land,76,415000,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25 Dec 2016,128 min,"USA, Hong Kong",94,8.0
Bells from the Deep,60,517000,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07 Sep 1993,60 min,"Germany, USA",N/A,7.4
Line of Sight,60,100000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01 Jul 2012,60 min,USA,N/A,7.5
Dream Team 1935,120,2620000,2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 2012,120 min,"Latvia, Switzerland",N/A,8.0
Defenders of Riga,118,3550000,2007,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Mar 2008,118 min,Latvia,N/A,6.8
The Killing Jar,92,400000,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 Jan 2010,92 min,USA,14,5.8
Project Almanac,106,12000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2015,106 min,USA,47,6.4
Brooklyn,111,11000000,2015,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Nov 2015,117 min,"UK, Canada, Ireland, USA",88,7.5
A Walk in the Woods,104,8000000,2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 2015,104 min,USA,51,6.3
99 Homes,112,8000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Oct 2015,112 min,USA,76,7.1
Aloft,112,8000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,112 min,"Spain, Canada, France",34,5.3
The Bronze,108,3500000,2016,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Mar 2016,100 min,USA,44,6.1
The D Train,101,447524,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 May 2015,101 min,"UK, USA",N/A,5.0
The Diary of a Teenage Girl,98,2000000,2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Aug 2015,102 min,USA,87,6.9
Dope,103,700000,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jun 2015,103 min,USA,72,7.2
The Veil of Twilight,90,1131974,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2014,90 min,Norway,N/A,5.3
Suing The Devil,104,97,2011,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2011,106 min,"USA, Australia",N/A,4.1
Miss Julie,120,5500000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Sep 2014,129 min,"Norway, UK, France, Ireland",56,5.4
Evilenko,111,9700000,2004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 Apr 2004,111 min,Italy,N/A,6.2
Foreign Body,117,1500000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Dec 2014,117 min,"Poland, Italy, Russia",N/A,4.6
The Loft,108,14000000,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2015,108 min,"Belgium, USA",24,6.3
Vice,96,10000000,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2018,132 min,USA,61,7.2
Lost River,95,2000000,2015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Apr 2015,95 min,USA,42,5.8
Fear Clinic,95,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Jul 2015,95 min,USA,N/A,4.9
Battletruck,91,1000000,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 1982,91 min,New Zealand,N/A,5.0
Italiano medio,90,1816720,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jan 2015,90 min,Italy,N/A,6.1
Calculator,120,2200000,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,8 min,Germany,N/A,4.9
Reach Me,95,5000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Nov 2014,95 min,USA,21,4.9
What the Day Owes the Night,182,17,2012,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Sep 2012,162 min,France,N/A,7.8
Project Viper,85,500000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20 Apr 2002,85 min,USA,N/A,3.7
Hardwired,94,5000000,2009,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Nov 2009,94 min,"Canada, USA",N/A,4.7
Loose Screws,92,945000,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Mar 2016,100 min,USA,N/A,N/A
The Glory Brigade,82,850000,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 May 1953,82 min,USA,N/A,6.2
Love Is My Profession,105,750000,1958,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Sep 1958,105 min,"France, Italy",N/A,6.8
The Hateful Eight,167,44000000,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30 Dec 2015,168 min,USA,68,7.8
Wild Card,92,30000000,2015,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2015,92 min,USA,40,5.6
Valley of Flowers,120,6000000,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jan 2007,155 min,"India, France, Japan, Germany",N/A,7.0
Paper Towns,109,12000000,2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24 Jul 2015,109 min,USA,56,6.3
The Wedding Ringer,101,23000000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2015,101 min,USA,35,6.6
Absence of the Good,90,17,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Oct 1999,95 min,USA,N/A,5.3
Hits,96,1000000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jan 2014,96 min,USA,45,5.8
The Master Plan,88,3500000,2015,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2015,91 min,Sweden,N/A,5.5
The Boy Next Door,91,4000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,91 min,USA,30,4.7
Hearty Paws,97,2,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Mar 2007,97 min,South Korea,N/A,7.3
Cloud 9,98,98,2008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jan 2014,85 min,USA,N/A,6.6
