title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
Savannah,5000000,2013,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Apr 2014,101 min,USA,25.0,5.9
Taken 3,48000000,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Jan 2015,108 min,"France, USA, Spain",26.0,6.0
Blackhat,70000000,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2015,133 min,USA,51.0,5.4
Terminator Genisys,155000000,2015,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 2015,126 min,"USA, Canada",38.0,6.4
The Woman in Black 2: Angel of Death,1000000,2014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02 Jan 2015,98 min,"UK, Canada",42.0,4.8
Bloodsuckers,1700000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,30 Jul 2005,99 min,Canada,,4.4
Poolside,400,2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Jul 2012,12 min,USA,,6.3
Forbidden Kingdom,26000000,2014,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2014,130 min,"Russia, Ukraine, Czech Republic",,5.2
A Patriotic Man,2300000,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Dec 2013,97 min,"Finland, Croatia",,6.1
Justin Bieber: Never Say Never,13000000,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11 Feb 2011,105 min,USA,52.0,1.6
Shriek If You Know What I Did Last Friday the Thirteenth,5000000,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Feb 2001,86 min,USA,,4.0
Seed,10000000,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03 Nov 2006,90 min,Canada,,3.0
The Fox & the Child,13000000,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Feb 1968,110 min,Canada,,6.7
"Tad, the Lost Explorer",10500000,2012,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Aug 2017,85 min,"Spain, USA",,6.1
Tactical Force,8400000,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Aug 2011,91 min,Canada,,4.8
The Duke of Burgundy,1000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,104 min,"UK, Hungary",87.0,6.6
Peeples,15,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 May 2013,95 min,USA,52.0,5.3
F,1300000,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Jul 2013,79 min,UK,,4.6
Nothing Left to Fear,3000000,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26 Sep 2013,100 min,USA,12.0,4.4
Gun,10000000,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Sep 2015,82 min,USA,,3.7
The Reunion,6000000,2011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Nov 2013,90 min,Sweden,,6.9
It Follows,2000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13 Mar 2015,100 min,USA,83.0,6.8
Unit 7,3500000,2012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Apr 2012,96 min,Spain,,6.5
Maattrraan,11340000,2012,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Oct 2012,165 min,India,,5.9
The Tattooist,3000000,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 Apr 2007,92 min,"New Zealand, Netherlands, Singapore",,5.1
No Man's Land: The Rise of Reeker,2000000,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02 Jan 2009,88 min,USA,,4.8
Sometimes They Come Back... Again,3000000,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03 Sep 1996,98 min,USA,,4.2
Highway to Hell,9000000,1991,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 Mar 1992,94 min,USA,,6.0
U.F.O.,2500000,2012,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Dec 1993,79 min,UK,,4.7
The Berlin File,9000000,2013,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Feb 2013,120 min,South Korea,54.0,6.6
Happy New Year,25000000,2014,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Oct 2014,180 min,India,,5.0
Jack the Giant Killer,50000,2013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jun 1962,94 min,USA,,6.4
Elvis and Me,8000000,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,07 Feb 1988,240 min,USA,,7.2
Tim,600000,1979,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jul 1979,109 min,Australia,,6.4
Wrong Side of Town,1500000,2010,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 2010,88 min,USA,,3.8
Killer Movie,2000000,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24 Apr 2008,93 min,USA,,4.5
No Thanks,1600000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Aug 2009,,USA,,
Knockout,9000000,2011,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Feb 2000,99 min,USA,25.0,4.0
Trapped in the Closet: Chapters 23-33,750000,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22 Nov 2012,45 min,USA,,6.7
Made in Romania,2000000,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,95 min,UK,,5.2
The Kill Hole,300000,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Aug 2012,92 min,USA,39.0,4.3
Princess and the Pony,17000,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Jan 2011,88 min,USA,,3.5
Psych:9,5000000,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,07 May 2010,98 min,"USA, UK, Czech Republic",,4.5
The Haunting Hour: Don't Think About It,3000000,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04 Sep 2007,87 min,USA,,5.8
The Gene Generation,2500000,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 Sep 2007,96 min,"USA, South Korea, Singapore",,4.3
On the Inside,4000000,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Nov 2011,95 min,USA,,5.3
Solomon and Sheba,5000000,1959,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25 Dec 1959,141 min,USA,,6.2
The Heavy,4500000,2010,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Apr 2011,102 min,"UK, USA",,5.0
Ground Control,500000,1998,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 1998,93 min,USA,,5.6
Ritual,200000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26 Apr 2012,87 min,Indonesia,,5.5
Tooth Fairy 2,5000000,2012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 2012,90 min,USA,,3.7
The Philly Kid,5000000,2012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 May 2012,90 min,USA,,5.7
Merlin's Apprentice,12000000,2006,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,176 min,"USA, Canada",,5.3
Wild Cherry,3500000,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 May 2009,85 min,"Canada, USA",,4.0
Shock,375000,1946,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 Mar 1979,93 min,Italy,,6.3
La Mission,2000000,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2009,117 min,USA,47.0,7.0
Without Men,4,2011,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Feb 2012,87 min,USA,,3.2
Peter and Vandy,500000,2009,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2009,95 min,USA,44.0,6.3
Wicked Blood,3500000,2014,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 2014,92 min,USA,,5.4
"Little Fish, Strange Pond",485000,2009,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Oct 2009,80 min,USA,,3.8
Air Buddies,9000000,2006,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Dec 2006,80 min,USA,,4.8
Warlock III: The End of Innocence,2000000,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Oct 1999,94 min,USA,,3.9
The Lost Tribe,1000000,2009,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 May 2010,100 min,USA,,3.8
Miracle Dogs Too,600000,2006,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 2006,85 min,USA,,4.3
Wild Orchids,322000,1929,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Feb 1929,100 min,USA,,6.6
The Moon and Sixpence,401000,1942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Oct 1942,89 min,USA,,6.8
The Little Rascals Save the Day,8000000,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 2014,98 min,USA,,5.1
Night of Dark Shadows,900000,1971,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,04 Aug 1971,95 min,USA,,5.7
Mostly Ghostly,3600000,2008,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 Sep 2008,93 min,USA,,4.9
Stick,22000000,1985,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Apr 1985,109 min,USA,31.0,5.7
Kandahar,7000000,2010,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Dec 2010,150 min,India,,3.3
Intermedio,1000000,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29 Mar 2005,85 min,USA,,2.7
Mad Max: Fury Road,150000000,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15 May 2015,120 min,"Australia, USA, South Africa",90.0,8.1
Insidious: Chapter 3,10000000,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05 Jun 2015,97 min,"Canada, UK, USA",52.0,6.1
Star Wars: The Force Awakens,245000000,2015,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 2015,108 min,USA,,6.7
Warcraft,160000000,2016,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 2016,123 min,"China, Canada, Japan, USA",32.0,6.8
Avengers: Age of Ultron,280000000,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 May 2015,141 min,USA,66.0,7.3
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,2017,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 2017,129 min,USA,39.0,6.6
Ant-Man,130000000,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 2015,117 min,USA,64.0,7.3
Deadpool,58000000,2016,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Feb 2016,108 min,USA,65.0,8.0
Guardians of the Galaxy Vol. 2,200000000,2017,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 May 2017,136 min,USA,67.0,7.6
Captain America: Civil War,250000000,2016,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,06 May 2016,147 min,USA,75.0,7.8
Doctor Strange,165000000,2016,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 2016,115 min,USA,72.0,7.5
X-Men: Apocalypse,178000000,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2016,144 min,USA,52.0,6.9
Elsa & Fred,10000000,2014,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 May 1982,5 min,Finland,,6.8
The Identical,12000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05 Sep 2014,107 min,USA,25.0,5.2
Sankofa,1000000,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 May 1993,125 min,"USA, Ghana, Burkina Faso, UK, Germany",,6.9
Return of Sabata,245000,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03 Sep 1971,100 min,"Italy, France, West Germany",,5.7
Jealousy,4000000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Aug 2014,77 min,France,66.0,6.4
Rites of Passage,2500000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 2012,103 min,USA,,4.0
Knife Fight,7000000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jan 2013,100 min,USA,34.0,5.1
Rain Fall,7000000,2009,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Apr 2009,111 min,"Japan, USA",,4.7
Roma,2763806,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21 Nov 2018,135 min,"USA, Mexico",96.0,7.7
The Derby Stallion,750000,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Jul 2005,99 min,USA,,5.6
The Christmas Party,3000000,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Nov 2009,86 min,Denmark,,3.8
Hold Your Man,260000,1933,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jul 1933,87 min,USA,,6.8
Hayride,60000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Oct 2012,93 min,USA,,3.4
Scared To Death,74000,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,01 Feb 1947,65 min,USA,,3.9
The Corpse Grinders,47000,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Apr 1972,72 min,USA,,4.0
The Bowery,421496,1933,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 1933,92 min,USA,,7.0
The Happy Elf,53000000,2005,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Dec 2005,45 min,USA,,4.5
Cake,7000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,102 min,USA,49.0,6.4
The Grind,1200000,2009,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Sep 2009,88 min,USA,,4.1
SeaFood,2219684,2011,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2003,86 min,"China, Hong Kong",,6.5
The Snow Queen,7000000,2012,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 1957,74 min,Soviet Union,,7.7
Hard Contract,4000000,1969,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 May 1969,106 min,USA,,5.9
Hansel and Gretel,116000,1982,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Dec 2007,117 min,South Korea,,6.7
The Last Flight,24000000,2009,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Aug 1931,76 min,USA,,6.8
Hollidaysburg,600000,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Sep 2014,88 min,USA,,5.7
The Front,5000000,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 Jan 1977,95 min,USA,,7.3
The Hypnotic Eye,365000,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Feb 1960,79 min,USA,,5.8
The Lightkeepers,4500000,2009,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Mar 2010,97 min,USA,41.0,5.5
Absolute Deception,5000000,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 2013,92 min,"USA, Australia, Canada",,4.2
The Gambler,25000000,2014,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2014,111 min,USA,55.0,6.0
Justice League: Throne of Atlantis,3500000,2015,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 2015,72 min,USA,,6.7
The Dolphin: Story of a Dreamer,3000000,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Oct 2009,86 min,"Germany, Italy, Peru",,3.6
Spanish Judges,3500000,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 2000,98 min,USA,,4.9
Underwater!,3500000,1955,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,99 min,USA,,5.2
The Matchmaker,2150000,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Oct 1997,97 min,"Ireland, UK, USA",,6.5
Touching Home,2000000,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Apr 2010,108 min,USA,52.0,5.8
Sweeney!,209595,1977,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Jan 1977,89 min,UK,,6.8
Winnie Mandela,15000000,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Sep 2013,104 min,"South Africa, Canada",37.0,6.0
Snow White: A Deadly Summer,1000000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 Mar 2012,83 min,USA,,2.1
Medium Raw,1000000,2010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,06 Aug 2010,100 min,Canada,,4.3
Silent Partner,3600000,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 2005,96 min,"Russia, USA",,4.6
Three Can Play That Game,1000000,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 2007,90 min,USA,,4.7
The Black Pimpernel,5000000,2007,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Sep 2007,95 min,"Sweden, Mexico, Denmark",,6.4
Parrish,1500000,1961,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 May 1961,138 min,USA,,6.5
The Inheritance,500000,2011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,09 Jul 2004,115 min,"Denmark, Sweden, Norway, UK",68.0,7.3
The Legend of Bloody Mary,1000000,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16 Sep 2008,93 min,USA,,2.7
Lost Signal,2000000,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 Dec 2006,104 min,USA,,3.9
Slap Shot 3: The Junior League,4500000,2008,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2008,90 min,Canada,,4.1
He Who Dares,1000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 May 2014,82 min,UK,,3.0
Tasting Menu,3780000,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jun 2013,85 min,"Spain, Ireland, France",29.0,5.6
The Amazing Catfish,1300000,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Apr 2014,89 min,"Mexico, France",69.0,7.0
Mortdecai,60000000,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,107 min,"UK, USA",27.0,5.5
Fifty Shades of Grey,40000000,2015,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2015,125 min,USA,46.0,4.1
Within the Woods,1600,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,31 min,USA,,6.7
The Cat's Out,11087,1931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jul 1931,7 min,USA,,6.5
The Black Cat,176000,1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,07 May 1934,65 min,USA,,7.0
Latitudes,670,2014,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Feb 2014,85 min,"Brazil, Argentina",,6.1
The Shadow Men,2000000,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25 Sep 1998,95 min,USA,,4.6
Wolves,18000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 Aug 2014,91 min,"France, Canada",37.0,5.3
The Woodcarver,3000000,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Mar 2012,96 min,"USA, Canada",,6.9
Apostle Peter and the Last Supper,750000,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,88 min,USA,,6.8
American Heist,10000000,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jul 2015,94 min,"Canada, Luxembourg",23.0,5.0
Miraculum,4600000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 2014,109 min,Canada,,5.9
The Pacific,120000000,2010,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14 Mar 2010,530 min,"USA, Australia",,8.3
7 Days in Havana,3800000,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 May 2012,129 min,"France, Cuba, Spain",,6.1
